,dataset_name,sampling_budget,query_ratio,mean_accuracy
14077,Gauss_eny_005.csv,0.08,0.08,0.815935133365
14564,Parcel_001.csv,0.17,0.05,0.98719365685
15412,Parcel_006.csv,0.02,0.03,0.9396996396739999
2302,Combo_012.csv,0.11,0.03,0.8038370394859999
7397,DiagonalRot_001.csv,0.2,0.08,0.981596136183
11609,Gauss_005.csv,0.01,0.1,0.769514470669
18762,Uniform_004.csv,0.17,0.03,0.987825059119
14292,Gauss_eny_006.csv,0.1,0.03,0.8149245147159999
5820,Diagonal_enx_006.csv,0.03,0.01,0.944400981794
9197,DiagonalRot_enx_004.csv,0.2,0.08,0.976494536881
11652,Gauss_005.csv,0.06,0.03,0.81601743362
14449,Parcel_001.csv,0.05,0.1,0.9895521273989999
18728,Uniform_004.csv,0.13,0.09,0.995010324436
8880,DiagonalRot_enx_003.csv,0.09,0.01,0.9428824546469999
3055,Combo_016.csv,0.06,0.06,0.9855965861839999
3566,Combo_018.csv,0.17,0.07,0.9929572112200001
48,Combo_001.csv,0.05,0.09,0.814876224779
10324,DiagonalRot_eny_004.csv,0.13,0.05,0.97563353639
501,Combo_003.csv,0.11,0.02,0.836983561532
3185,Combo_016.csv,0.19,0.06,0.991932373256
14345,Gauss_eny_006.csv,0.15,0.06,0.859637787008
19926,Uniform_enx_004.csv,0.13,0.07,0.992710661248
229,Combo_002.csv,0.03,0.1,0.820004121257
16675,Parcel_012.csv,0.08,0.06,0.978834679595
12193,Gauss_enx_001.csv,0.2,0.04,0.8772022601520001
2824,Combo_015.csv,0.03,0.05,0.8704860338349999
8772,DiagonalRot_enx_002.csv,0.18,0.03,0.967125854266
969,Combo_005.csv,0.17,0.1,0.930279692569
3007,Combo_016.csv,0.01,0.08,0.9749464656640001
16365,Parcel_010.csv,0.17,0.06,0.988635369169
12779,Gauss_enx_004.csv,0.18,0.1,0.868357818513
18532,Uniform_003.csv,0.14,0.03,0.978948720731
4305,Diagonal_004.csv,0.11,0.06,0.955818754674
21126,Uniform_eny_004.csv,0.13,0.07,0.993824923942
1074,Combo_006.csv,0.08,0.05,0.9111847817100001
10942,Gauss_001.csv,0.15,0.03,0.822945097433
21076,Uniform_eny_004.csv,0.08,0.07,0.992439975717
15334,Parcel_005.csv,0.14,0.05,0.984808017018
7653,DiagonalRot_003.csv,0.06,0.04,0.9584555700920001
7210,DiagonalRot_001.csv,0.02,0.01,0.920889781707
12568,Gauss_enx_003.csv,0.17,0.09,0.8695295998270001
2944,Combo_015.csv,0.15,0.05,0.9155425446809999
14771,Parcel_002.csv,0.18,0.02,0.9765928509890001
10910,Gauss_001.csv,0.12,0.01,0.803602872534
11554,Gauss_004.csv,0.16,0.05,0.8453463677490001
20337,Uniform_enx_006.csv,0.14,0.08,0.992211257964
8638,DiagonalRot_enx_002.csv,0.04,0.09,0.969360175644
14016,Gauss_eny_005.csv,0.02,0.07,0.794488561073
10362,DiagonalRot_eny_004.csv,0.17,0.03,0.979882715672
4433,Diagonal_005.csv,0.04,0.04,0.907823000168
18094,Uniform_001.csv,0.1,0.05,0.9895512989759999
16784,Parcel_012.csv,0.19,0.05,0.981849077151
4161,Diagonal_003.csv,0.17,0.02,0.9299714552439999
3117,Combo_016.csv,0.12,0.08,0.991933224763
19002,Uniform_006.csv,0.01,0.03,0.947303467657
6878,Diagonal_eny_005.csv,0.08,0.09,0.949663225028
19615,Uniform_enx_003.csv,0.02,0.06,0.972390429917
10260,DiagonalRot_eny_004.csv,0.07,0.01,0.958936641549
11232,Gauss_003.csv,0.04,0.03,0.706263174157
5322,Diagonal_enx_003.csv,0.13,0.03,0.921832314639
13753,Gauss_eny_003.csv,0.16,0.04,0.87248152213
16722,Parcel_012.csv,0.13,0.03,0.9579555485160001
16039,Parcel_009.csv,0.04,0.1,0.9874770406380001
2419,Combo_013.csv,0.02,0.1,0.945117423564
20263,Uniform_enx_006.csv,0.07,0.04,0.9719787366279999
20624,Uniform_eny_002.csv,0.03,0.05,0.967075821241
13303,Gauss_eny_001.csv,0.11,0.04,0.819061546225
7170,Diagonal_eny_006.csv,0.18,0.01,0.9529742670039999
13059,Gauss_enx_006.csv,0.06,0.1,0.822546776433
16865,Parcel_013.csv,0.07,0.06,0.9844700629909999
2226,Combo_012.csv,0.03,0.07,0.7704679958840001
1017,Combo_006.csv,0.02,0.08,0.893976378354
15442,Parcel_006.csv,0.05,0.03,0.962732715771
12469,Gauss_enx_003.csv,0.07,0.1,0.845998466553
8540,DiagonalRot_enx_001.csv,0.15,0.01,0.992227324948
7743,DiagonalRot_003.csv,0.15,0.04,0.967147767359
1928,Combo_010.csv,0.13,0.09,0.9330711700130001
20156,Uniform_enx_005.csv,0.16,0.07,0.9938672807410001
350,Combo_002.csv,0.16,0.01,0.8469358559810001
16394,Parcel_010.csv,0.2,0.05,0.989421745688
223,Combo_002.csv,0.03,0.04,0.749911318819
6030,Diagonal_eny_001.csv,0.04,0.01,0.9339442652359999
20923,Uniform_eny_003.csv,0.13,0.04,0.986685853741
20885,Uniform_eny_003.csv,0.09,0.06,0.98963573767
9179,DiagonalRot_enx_004.csv,0.18,0.1,0.974472080277
20430,Uniform_eny_001.csv,0.04,0.01,0.918517819161
2500,Combo_013.csv,0.11,0.01,0.932379346355
20766,Uniform_eny_002.csv,0.17,0.07,0.991099372579
3258,Combo_017.csv,0.06,0.09,0.990186875898
564,Combo_003.csv,0.17,0.05,0.9196496619679999
9774,DiagonalRot_eny_001.csv,0.18,0.05,0.9648217782140001
20278,Uniform_enx_006.csv,0.08,0.09,0.9903209590909999
10367,DiagonalRot_eny_004.csv,0.17,0.08,0.9655513418170001
8089,DiagonalRot_005.csv,0.09,0.1,0.955889411583
17623,Parcel_017.csv,0.03,0.04,0.963115443524
19296,Uniform_enx_001.csv,0.1,0.07,0.9912663779440001
3385,Combo_017.csv,0.19,0.06,0.993145963413
3933,Diagonal_002.csv,0.14,0.04,0.9628032965090001
14170,Gauss_eny_005.csv,0.18,0.01,0.875127916437
7959,DiagonalRot_004.csv,0.16,0.1,0.9697091665270001
2707,Combo_014.csv,0.11,0.08,0.949763270621
2790,Combo_014.csv,0.2,0.01,0.957925105462
14516,Parcel_001.csv,0.12,0.07,0.988749407825
21235,Uniform_eny_005.csv,0.04,0.06,0.9785685049339999
3446,Combo_018.csv,0.05,0.07,0.9890427582260001
16981,Parcel_013.csv,0.19,0.02,0.976540591532
18642,Uniform_004.csv,0.05,0.03,0.9761042209749999
3535,Combo_018.csv,0.14,0.06,0.9915703478569999
10920,Gauss_001.csv,0.13,0.01,0.80946207037
19550,Uniform_enx_002.csv,0.16,0.01,0.958117250347
20093,Uniform_enx_005.csv,0.1,0.04,0.986361847982
11931,Gauss_006.csv,0.14,0.02,0.8213520186159999
21406,Uniform_eny_006.csv,0.01,0.07,0.969813980701
19149,Uniform_006.csv,0.15,0.1,0.9959041921899999
7525,DiagonalRot_002.csv,0.13,0.06,0.983560142826
821,Combo_005.csv,0.03,0.02,0.897092781744
10255,DiagonalRot_eny_004.csv,0.06,0.06,0.973437760291
19988,Uniform_enx_004.csv,0.19,0.09,0.9952080374210001
8278,DiagonalRot_006.csv,0.08,0.09,0.987228972111
8273,DiagonalRot_006.csv,0.08,0.04,0.995777487587
13611,Gauss_eny_003.csv,0.02,0.02,0.7623398682060001
17592,Parcel_016.csv,0.2,0.03,0.984496100562
20837,Uniform_eny_003.csv,0.04,0.08,0.98616695433
13902,Gauss_eny_004.csv,0.11,0.03,0.831512928345
10889,Gauss_001.csv,0.09,0.1,0.847382722225
9023,DiagonalRot_enx_004.csv,0.03,0.04,0.961163103224
12766,Gauss_enx_004.csv,0.17,0.07,0.8569740277619999
12018,Gauss_enx_001.csv,0.02,0.09,0.760928758135
7645,DiagonalRot_003.csv,0.05,0.06,0.9453793860590001
14116,Gauss_eny_005.csv,0.12,0.07,0.850336208018
9589,DiagonalRot_enx_006.csv,0.19,0.1,0.9895484171310001
17931,Parcel_018.csv,0.14,0.02,0.8976485231649999
2833,Combo_015.csv,0.04,0.04,0.90153907769
11238,Gauss_003.csv,0.04,0.09,0.780744538915
10372,DiagonalRot_eny_004.csv,0.18,0.03,0.9832407337279999
7406,DiagonalRot_002.csv,0.01,0.07,0.9563277959909999
19022,Uniform_006.csv,0.03,0.03,0.970295615606
3861,Diagonal_002.csv,0.07,0.02,0.945121009414
20628,Uniform_eny_002.csv,0.03,0.09,0.981161768223
13363,Gauss_eny_001.csv,0.17,0.04,0.846349662676
8240,DiagonalRot_006.csv,0.05,0.01,0.9960725379090001
11940,Gauss_006.csv,0.15,0.01,0.7561682185490001
14798,Parcel_002.csv,0.2,0.09,0.9955320471950001
3932,Diagonal_002.csv,0.14,0.03,0.970679234674
9979,DiagonalRot_eny_002.csv,0.18,0.1,0.9786478723090001
14836,Parcel_003.csv,0.04,0.07,0.982882489327
7768,DiagonalRot_003.csv,0.17,0.09,0.9736480798549999
18759,Uniform_004.csv,0.16,0.1,0.996011581724
14549,Parcel_001.csv,0.15,0.1,0.994289693924
4095,Diagonal_003.csv,0.1,0.06,0.930226974191
2689,Combo_014.csv,0.09,0.1,0.945745850716
1189,Combo_006.csv,0.19,0.1,0.962881464674
9285,DiagonalRot_enx_005.csv,0.09,0.06,0.9097480040520001
4845,Diagonal_enx_001.csv,0.05,0.06,0.944826062394
5210,Diagonal_enx_003.csv,0.02,0.01,0.850901419195
3990,Diagonal_002.csv,0.2,0.01,0.9558096296969999
8060,DiagonalRot_005.csv,0.07,0.01,0.919719627053
10565,DiagonalRot_eny_005.csv,0.17,0.06,0.994386099323
5676,Diagonal_enx_005.csv,0.08,0.07,0.9244399539820001
1574,Combo_008.csv,0.18,0.05,0.9916289294859999
10950,Gauss_001.csv,0.16,0.01,0.8200837518440001
20819,Uniform_eny_003.csv,0.02,0.1,0.98400318141
6065,Diagonal_eny_001.csv,0.07,0.06,0.9512213202779999
2785,Combo_014.csv,0.19,0.06,0.9523958879119999
16929,Parcel_013.csv,0.13,0.1,0.993441573378
15959,Parcel_008.csv,0.16,0.1,0.995368232055
16587,Parcel_011.csv,0.19,0.08,0.995049619736
15738,Parcel_007.csv,0.14,0.09,0.993832357841
3880,Diagonal_002.csv,0.09,0.01,0.941564300984
17609,Parcel_017.csv,0.01,0.1,0.975181287374
18492,Uniform_003.csv,0.1,0.03,0.976041526316
14912,Parcel_003.csv,0.12,0.03,0.9768993775779999
4934,Diagonal_enx_001.csv,0.14,0.05,0.953916314121
16788,Parcel_012.csv,0.19,0.09,0.9906641854520001
20738,Uniform_eny_002.csv,0.14,0.09,0.992542131791
11975,Gauss_006.csv,0.18,0.06,0.8376481188699999
7746,DiagonalRot_003.csv,0.15,0.07,0.9704972733059999
16874,Parcel_013.csv,0.08,0.05,0.98262180484
5235,Diagonal_enx_003.csv,0.04,0.06,0.9203997533120001
3945,Diagonal_002.csv,0.15,0.06,0.953645250984
10121,DiagonalRot_eny_003.csv,0.13,0.02,0.992905086197
19795,Uniform_enx_003.csv,0.2,0.06,0.99170433112
2164,Combo_011.csv,0.17,0.05,0.91022328371
2886,Combo_015.csv,0.09,0.07,0.936966041013
10109,DiagonalRot_eny_003.csv,0.11,0.1,0.990689316887
8714,DiagonalRot_enx_002.csv,0.12,0.05,0.979039492448
8708,DiagonalRot_enx_002.csv,0.11,0.09,0.976437642244
21269,Uniform_eny_005.csv,0.07,0.1,0.98882758344
14674,Parcel_002.csv,0.08,0.05,0.984939767191
5666,Diagonal_enx_005.csv,0.07,0.07,0.923048309424
172,Combo_001.csv,0.18,0.03,0.859862488307
639,Combo_004.csv,0.04,0.1,0.944571812296
15112,Parcel_004.csv,0.12,0.03,0.9659413129440001
3957,Diagonal_002.csv,0.16,0.08,0.9570852399600001
20158,Uniform_enx_005.csv,0.16,0.09,0.99523771764
15190,Parcel_004.csv,0.2,0.01,0.8923005664299999
5065,Diagonal_enx_002.csv,0.07,0.06,0.9430254488259999
9335,DiagonalRot_enx_005.csv,0.14,0.06,0.932654405024
1548,Combo_008.csv,0.15,0.09,0.9948819771590001
7435,DiagonalRot_002.csv,0.04,0.06,0.9699458305840001
8684,DiagonalRot_enx_002.csv,0.09,0.05,0.9634844725470001
10932,Gauss_001.csv,0.14,0.03,0.796973387126
14136,Gauss_eny_005.csv,0.14,0.07,0.863186624291
10024,DiagonalRot_eny_003.csv,0.03,0.05,0.990447142503
1036,Combo_006.csv,0.04,0.07,0.920221523434
18111,Uniform_001.csv,0.12,0.02,0.974978779401
11878,Gauss_006.csv,0.08,0.09,0.796688138486
14419,Parcel_001.csv,0.02,0.1,0.9826988178630001
13892,Gauss_eny_004.csv,0.1,0.03,0.8400637684829999
8919,DiagonalRot_enx_003.csv,0.12,0.1,0.952387548884
20584,Uniform_eny_001.csv,0.19,0.05,0.992651084173
12729,Gauss_enx_004.csv,0.13,0.1,0.854937820916
17836,Parcel_018.csv,0.04,0.07,0.9568993343790001
8418,DiagonalRot_enx_001.csv,0.02,0.09,0.986513971255
9026,DiagonalRot_enx_004.csv,0.03,0.07,0.964758309029
2486,Combo_013.csv,0.09,0.07,0.951318817693
9322,DiagonalRot_enx_005.csv,0.13,0.03,0.951029064835
9582,DiagonalRot_enx_006.csv,0.19,0.03,0.970389976876
16952,Parcel_013.csv,0.16,0.03,0.981008241671
10713,DiagonalRot_eny_006.csv,0.12,0.04,0.982261997911
12282,Gauss_enx_002.csv,0.09,0.03,0.78176435317
17086,Parcel_014.csv,0.09,0.07,0.9899890273049999
20974,Uniform_eny_003.csv,0.18,0.05,0.99056050131
15903,Parcel_008.csv,0.11,0.04,0.985463747509
8257,DiagonalRot_006.csv,0.06,0.08,0.989197050307
12467,Gauss_enx_003.csv,0.07,0.08,0.827953062053
18129,Uniform_001.csv,0.13,0.1,0.995815139348
17876,Parcel_018.csv,0.08,0.07,0.971472959085
2024,Combo_011.csv,0.03,0.05,0.821001512986
1872,Combo_010.csv,0.08,0.03,0.8256945913339999
354,Combo_002.csv,0.16,0.05,0.8539629656290001
5360,Diagonal_enx_003.csv,0.17,0.01,0.923612688418
18514,Uniform_003.csv,0.12,0.05,0.985804473768
16845,Parcel_013.csv,0.05,0.06,0.982425767501
5904,Diagonal_enx_006.csv,0.11,0.05,0.9664527541150001
17000,Parcel_014.csv,0.01,0.01,0.770975425772
12954,Gauss_enx_005.csv,0.16,0.05,0.8531804694399999
1164,Combo_006.csv,0.17,0.05,0.926067480312
19485,Uniform_enx_002.csv,0.09,0.06,0.9911481408730001
20265,Uniform_enx_006.csv,0.07,0.06,0.980821152913
3395,Combo_017.csv,0.2,0.06,0.993266109965
16902,Parcel_013.csv,0.11,0.03,0.9760236221549999
12760,Gauss_enx_004.csv,0.17,0.01,0.878370632938
17068,Parcel_014.csv,0.07,0.09,0.991513637098
3127,Combo_016.csv,0.13,0.08,0.992706057685
9694,DiagonalRot_eny_001.csv,0.1,0.05,0.9588793204449999
8501,DiagonalRot_enx_001.csv,0.11,0.02,0.994497283177
16233,Parcel_010.csv,0.04,0.04,0.965608738068
9383,DiagonalRot_enx_005.csv,0.19,0.04,0.941617813442
18115,Uniform_001.csv,0.12,0.06,0.992033713877
7160,Diagonal_eny_006.csv,0.17,0.01,0.9534067063789999
10563,DiagonalRot_eny_005.csv,0.17,0.04,0.997830661375
4354,Diagonal_004.csv,0.16,0.05,0.950298010462
20798,Uniform_eny_002.csv,0.2,0.09,0.994147158009
20105,Uniform_enx_005.csv,0.11,0.06,0.991508259981
15709,Parcel_007.csv,0.11,0.1,0.9943466021680001
3587,Combo_018.csv,0.19,0.08,0.995428888636
14724,Parcel_002.csv,0.13,0.05,0.9890766659899999
18142,Uniform_001.csv,0.15,0.03,0.987191415887
12564,Gauss_enx_003.csv,0.17,0.05,0.825520928579
10962,Gauss_001.csv,0.17,0.03,0.825558383843
13004,Gauss_enx_006.csv,0.01,0.05,0.695943358723
19467,Uniform_enx_002.csv,0.07,0.08,0.991371514143
10185,DiagonalRot_eny_003.csv,0.19,0.06,0.9937237575679999
19371,Uniform_enx_001.csv,0.18,0.02,0.981783639491
324,Combo_002.csv,0.13,0.05,0.8429019474349999
7890,DiagonalRot_004.csv,0.1,0.01,0.9726544494670001
5171,Diagonal_enx_002.csv,0.18,0.02,0.948736535831
5648,Diagonal_enx_005.csv,0.05,0.09,0.9221060756880001
6743,Diagonal_eny_004.csv,0.15,0.04,0.945046778608
7398,DiagonalRot_001.csv,0.2,0.09,0.987738828986
3209,Combo_017.csv,0.01,0.1,0.977652512505
11267,Gauss_003.csv,0.07,0.08,0.7891969738789999
12097,Gauss_enx_001.csv,0.1,0.08,0.852662000756
19663,Uniform_enx_003.csv,0.07,0.04,0.978380099328
9484,DiagonalRot_enx_006.csv,0.09,0.05,0.9664330616150001
16203,Parcel_010.csv,0.01,0.04,0.927209414823
4752,Diagonal_006.csv,0.16,0.03,0.9438810272370001
8879,DiagonalRot_enx_003.csv,0.08,0.1,0.947008568302
11356,Gauss_003.csv,0.16,0.07,0.848054411736
2379,Combo_012.csv,0.18,0.1,0.934989924638
18078,Uniform_001.csv,0.08,0.09,0.9933721340870001
13890,Gauss_eny_004.csv,0.1,0.01,0.8274761388609999
16720,Parcel_012.csv,0.13,0.01,0.832523475447
12361,Gauss_enx_002.csv,0.17,0.02,0.801828008802
8021,DiagonalRot_005.csv,0.03,0.02,0.9212271674879999
18822,Uniform_005.csv,0.03,0.03,0.961059306068
6658,Diagonal_eny_004.csv,0.06,0.09,0.9452267942620001
19970,Uniform_enx_004.csv,0.18,0.01,0.9569590841140001
13727,Gauss_eny_003.csv,0.13,0.08,0.9101241361869999
8177,DiagonalRot_005.csv,0.18,0.08,0.954178985828
11620,Gauss_005.csv,0.03,0.01,0.7736847723610001
7857,DiagonalRot_004.csv,0.06,0.08,0.967507856782
4421,Diagonal_005.csv,0.03,0.02,0.8855213068760001
1101,Combo_006.csv,0.11,0.02,0.923777055961
18206,Uniform_002.csv,0.01,0.07,0.970349859277
15395,Parcel_005.csv,0.2,0.06,0.9899605784190001
8609,DiagonalRot_enx_002.csv,0.01,0.1,0.9456896095239999
8061,DiagonalRot_005.csv,0.07,0.02,0.931971105193
3250,Combo_017.csv,0.06,0.01,0.9115441263160001
12601,Gauss_enx_004.csv,0.01,0.02,0.733584252345
12332,Gauss_enx_002.csv,0.14,0.03,0.796414806168
3557,Combo_018.csv,0.16,0.08,0.9943397868960001
709,Combo_004.csv,0.11,0.1,0.9648945735660001
118,Combo_001.csv,0.12,0.09,0.862213878561
10214,DiagonalRot_eny_004.csv,0.02,0.05,0.97206364267
4598,Diagonal_005.csv,0.2,0.09,0.952077788636
2042,Combo_011.csv,0.05,0.03,0.8070706914920001
7419,DiagonalRot_002.csv,0.02,0.1,0.944005446752
6130,Diagonal_eny_001.csv,0.14,0.01,0.963471182254
14796,Parcel_002.csv,0.2,0.07,0.9941528645350001
317,Combo_002.csv,0.12,0.08,0.851605854018
16042,Parcel_009.csv,0.05,0.03,0.958946791408
5315,Diagonal_enx_003.csv,0.12,0.06,0.944422234708
18346,Uniform_002.csv,0.15,0.07,0.993802948601
14457,Parcel_001.csv,0.06,0.08,0.9855409467030001
13419,Gauss_eny_002.csv,0.02,0.1,0.7923952612
19179,Uniform_006.csv,0.18,0.1,0.99644429252
6606,Diagonal_eny_004.csv,0.01,0.07,0.922639462442
12873,Gauss_enx_005.csv,0.08,0.04,0.8060819536239999
20483,Uniform_eny_001.csv,0.09,0.04,0.987017522049
5003,Diagonal_enx_002.csv,0.01,0.04,0.8952046330660001
6523,Diagonal_eny_003.csv,0.13,0.04,0.9513307311210001
9573,DiagonalRot_enx_006.csv,0.18,0.04,0.966273565273
15648,Parcel_007.csv,0.05,0.09,0.9902869321789999
4273,Diagonal_004.csv,0.08,0.04,0.9605041544490001
5739,Diagonal_enx_005.csv,0.14,0.1,0.9431361324299998
19852,Uniform_enx_004.csv,0.06,0.03,0.974699888208
14475,Parcel_001.csv,0.08,0.06,0.984840549682
5470,Diagonal_enx_004.csv,0.08,0.01,0.938563520287
5816,Diagonal_enx_006.csv,0.02,0.07,0.939195989728
9350,DiagonalRot_enx_005.csv,0.16,0.01,0.95250151104
16201,Parcel_010.csv,0.01,0.02,0.8466045591660001
21090,Uniform_eny_004.csv,0.1,0.01,0.9486112019490001
87,Combo_001.csv,0.09,0.08,0.826962856065
7630,DiagonalRot_003.csv,0.04,0.01,0.904653889335
4163,Diagonal_003.csv,0.17,0.04,0.951808125976
3382,Combo_017.csv,0.19,0.03,0.9852874287219999
10917,Gauss_001.csv,0.12,0.08,0.835432517229
13180,Gauss_enx_006.csv,0.19,0.01,0.8273411074420001
403,Combo_003.csv,0.01,0.04,0.785114816702
4911,Diagonal_enx_001.csv,0.12,0.02,0.9311716059399999
11542,Gauss_004.csv,0.15,0.03,0.832224591305
11422,Gauss_004.csv,0.03,0.03,0.739052450511
9365,DiagonalRot_enx_005.csv,0.17,0.06,0.929179428989
2765,Combo_014.csv,0.17,0.06,0.955700641694
6378,Diagonal_eny_002.csv,0.18,0.09,0.9620232465790001
2241,Combo_012.csv,0.05,0.02,0.733887396361
19634,Uniform_enx_003.csv,0.04,0.05,0.9795828575319999
3483,Combo_018.csv,0.09,0.04,0.9844503947
14744,Parcel_002.csv,0.15,0.05,0.98980023076
15057,Parcel_004.csv,0.06,0.08,0.986378919483
3539,Combo_018.csv,0.14,0.1,0.9954568652470001
6310,Diagonal_eny_002.csv,0.12,0.01,0.939814002872
9219,DiagonalRot_enx_005.csv,0.02,0.1,0.915436781459
10397,DiagonalRot_eny_004.csv,0.2,0.08,0.9752543131029999
11995,Gauss_006.csv,0.2,0.06,0.8535182584029999
5517,Diagonal_enx_004.csv,0.12,0.08,0.9739163130700002
2436,Combo_013.csv,0.04,0.07,0.9499275051999999
4689,Diagonal_006.csv,0.09,0.1,0.953425144672
2594,Combo_013.csv,0.2,0.05,0.9737995190440001
20525,Uniform_eny_001.csv,0.13,0.06,0.993950872904
9470,DiagonalRot_enx_006.csv,0.08,0.01,0.9694275585609999
15612,Parcel_007.csv,0.02,0.03,0.962764272971
6856,Diagonal_eny_005.csv,0.06,0.07,0.931550064206
17278,Parcel_015.csv,0.08,0.09,0.9892410625929999
17414,Parcel_016.csv,0.02,0.05,0.9639014724670001
6654,Diagonal_eny_004.csv,0.06,0.05,0.9210577329200001
14266,Gauss_eny_006.csv,0.07,0.07,0.8776242238200002
13349,Gauss_eny_001.csv,0.15,0.1,0.8281182633499999
1425,Combo_008.csv,0.03,0.06,0.97816324169
5027,Diagonal_enx_002.csv,0.03,0.08,0.92683561385
5281,Diagonal_enx_003.csv,0.09,0.02,0.9109112666329999
1789,Combo_009.csv,0.19,0.1,0.995746345248
1502,Combo_008.csv,0.11,0.03,0.982472053301
11061,Gauss_002.csv,0.07,0.02,0.8112093796269999
9799,DiagonalRot_eny_001.csv,0.2,0.1,0.990860299518
10667,DiagonalRot_eny_006.csv,0.07,0.08,0.973486719488
18901,Uniform_005.csv,0.11,0.02,0.971366387891
20066,Uniform_enx_005.csv,0.07,0.07,0.990358206725
17981,Parcel_018.csv,0.19,0.02,0.917243008939
678,Combo_004.csv,0.08,0.09,0.959735691037
6673,Diagonal_eny_004.csv,0.08,0.04,0.9271876768170001
5851,Diagonal_enx_006.csv,0.06,0.02,0.9572893334
7194,Diagonal_eny_006.csv,0.2,0.05,0.9731644975139999
10095,DiagonalRot_eny_003.csv,0.1,0.06,0.988761818495
13457,Gauss_eny_002.csv,0.06,0.08,0.840908205335
16162,Parcel_009.csv,0.17,0.03,0.9766923501729999
12390,Gauss_enx_002.csv,0.2,0.01,0.799873737861
5053,Diagonal_enx_002.csv,0.06,0.04,0.920187286376
21190,Uniform_eny_004.csv,0.2,0.01,0.969146697858
1850,Combo_010.csv,0.06,0.01,0.798023041493
6522,Diagonal_eny_003.csv,0.13,0.03,0.945224541614
1070,Combo_006.csv,0.08,0.01,0.909608842817
15429,Parcel_006.csv,0.03,0.1,0.9866149159280001
6784,Diagonal_eny_004.csv,0.19,0.05,0.952454334645
14907,Parcel_003.csv,0.11,0.08,0.991300435504
10672,DiagonalRot_eny_006.csv,0.08,0.03,0.972904993778
2772,Combo_014.csv,0.18,0.03,0.9453073399009999
3392,Combo_017.csv,0.2,0.03,0.9851376567229999
1099,Combo_006.csv,0.1,0.1,0.956555655925
13676,Gauss_eny_003.csv,0.08,0.07,0.8634416063089999
7378,DiagonalRot_001.csv,0.18,0.09,0.9853850189390001
11034,Gauss_002.csv,0.04,0.05,0.79124285506
1749,Combo_009.csv,0.15,0.1,0.994724048474
418,Combo_003.csv,0.02,0.09,0.895272683249
17211,Parcel_015.csv,0.02,0.02,0.895707823337
5819,Diagonal_enx_006.csv,0.02,0.1,0.9636126895110001
17567,Parcel_016.csv,0.17,0.08,0.992650487844
10139,DiagonalRot_eny_003.csv,0.14,0.1,0.990426832329
14606,Parcel_002.csv,0.01,0.07,0.9706937917849999
18505,Uniform_003.csv,0.11,0.06,0.9886391124700001
10491,DiagonalRot_eny_005.csv,0.1,0.02,0.996266210916
19351,Uniform_enx_001.csv,0.16,0.02,0.9776276053949999
16945,Parcel_013.csv,0.15,0.06,0.990662928564
21380,Uniform_eny_005.csv,0.19,0.01,0.949079420464
8400,DiagonalRot_enx_001.csv,0.01,0.01,0.987256179128
19574,Uniform_enx_002.csv,0.18,0.05,0.9920402421660001
19569,Uniform_enx_002.csv,0.17,0.1,0.99561490941
11978,Gauss_006.csv,0.18,0.09,0.8311747984360001
15725,Parcel_007.csv,0.13,0.06,0.9910951256489999
4893,Diagonal_enx_001.csv,0.1,0.04,0.9473983024420001
8720,DiagonalRot_enx_002.csv,0.13,0.01,0.963898158292
20937,Uniform_eny_003.csv,0.14,0.08,0.992764249912
8971,DiagonalRot_enx_003.csv,0.18,0.02,0.9637950930239999
722,Combo_004.csv,0.13,0.03,0.952448742801
5176,Diagonal_enx_002.csv,0.18,0.07,0.956490406804
10153,DiagonalRot_eny_003.csv,0.16,0.04,0.99406885235
1860,Combo_010.csv,0.07,0.01,0.7873857380439999
19950,Uniform_enx_004.csv,0.16,0.01,0.95466454685
1687,Combo_009.csv,0.09,0.08,0.9910782094439999
8498,DiagonalRot_enx_001.csv,0.1,0.09,0.9924030370829999
20617,Uniform_eny_002.csv,0.02,0.08,0.974848038231
1992,Combo_010.csv,0.2,0.03,0.8846997229729999
10524,DiagonalRot_eny_005.csv,0.13,0.05,0.9889796904279999
17472,Parcel_016.csv,0.08,0.03,0.9710874597139999
19131,Uniform_006.csv,0.14,0.02,0.977897649529
17614,Parcel_017.csv,0.02,0.05,0.957860615014
16647,Parcel_012.csv,0.05,0.08,0.9809489209960001
16259,Parcel_010.csv,0.06,0.1,0.986736956733
6117,Diagonal_eny_001.csv,0.12,0.08,0.962471816288
3459,Combo_018.csv,0.06,0.1,0.991767834107
15726,Parcel_007.csv,0.13,0.07,0.9924554725929999
6567,Diagonal_eny_003.csv,0.17,0.08,0.968327908608
20366,Uniform_enx_006.csv,0.17,0.07,0.990911118522
5670,Diagonal_enx_005.csv,0.08,0.01,0.8904752013420001
9296,DiagonalRot_enx_005.csv,0.1,0.07,0.929432918635
16581,Parcel_011.csv,0.19,0.02,0.9811139971610001
2810,Combo_015.csv,0.02,0.01,0.8441356913689999
8949,DiagonalRot_enx_003.csv,0.15,0.1,0.950627412149
5492,Diagonal_enx_004.csv,0.1,0.03,0.9578114997799998
16465,Parcel_011.csv,0.07,0.06,0.988155965976
12710,Gauss_enx_004.csv,0.12,0.01,0.848600602322
18298,Uniform_002.csv,0.1,0.09,0.993273486979
13330,Gauss_eny_001.csv,0.14,0.01,0.8314700626360001
15757,Parcel_007.csv,0.16,0.08,0.9946012108969999
574,Combo_003.csv,0.18,0.05,0.937192280248
